,Kudos,Hits,Comments,Bookmarks,Collections,Chapters,DaysSinceUpdated,WordCount,Fandoms,SummaryWordCount,Relationships,Characters,Tags,AuthorNumWorks,AuthorNumSeries,AuthorNumBookmarks,AuthorNumCollections,AuthorNumGifts,Complete,OneShot
16,47.21246587,350.4026925,11.19518643,0.8284147179,0,0.9981325044,695.683943,418.7441069,1.268605887,21.91774256,1.182537657,1.008652268,0.9524195521,49.16650468,4.317500878,37.97099432,0.05106295635,13.46380229,T,T
17,4.922193295,63.0535707,0,0,0,3.059264219,711.1966334,3471.136843,0.603455068,62.79674305,1.176145398,8.625818724,13.10734664,48.78667003,3.965847484,38.26971016,0.2442027596,13.17340858,F,F
18,74.53480904,1815.92916,5.976405917,4.097078978,0.936126154,0.828708453,806.0990346,1064.959264,1.071776311,13.0447752,0.9809617037,5.736103486,4.84130732,48.60975251,4.085386859,37.98708352,0.3522613949,12.8986456,T,T
19,41.46897117,309.9950786,6.694773984,3.892599352,1.057667015,1.292009434,821.3512477,1245.098647,1.185460505,20.43294498,0.9872888619,3.220786938,3.782937394,49.10253828,3.825538199,37.461088,0.007054660839,12.73096734,T,T
20,7.131514891,102.7219774,7.682878771,0,1.150100444,1.160447772,825.7837217,1392.887406,0.7671212568,38.12607367,2.289637432,5.090868848,0.6069084305,49.25030425,4.171626116,37.83912745,-0.2491930621,12.77276969,T,T
21,28.04086419,368.0038995,7.159804178,3.888298667,1.141632849,0.6531147155,826.3040474,1047.923735,0.9552122108,20.09028318,1.940893907,4.380081559,6.28674435,48.73456886,3.927624653,37.82920634,-0.3033981141,13.15933445,T,T
22,4.955895602,135.5891609,2.026235982,1.060088621,1.310422386,1.383421182,826.00396,1257.912304,1.106460493,71.08743708,2.0904246,5.6774816,5.111117235,49.12834554,4.138552834,38.35861669,0.06419120804,13.09980998,T,T
23,39.77553004,577.0132084,7.856350536,3.448921825,1.097104881,0.6505402335,829.2297834,1114.920471,0.8392921377,25.54613984,4.072826014,5.939002063,6.197451868,49.41609881,3.80097419,37.96609139,0.059416077,12.91482991,T,T
24,16.37741045,150.2067799,1.777099903,1.152621661,1.487977697,1.267681093,829.9668135,1090.03785,0.7758777612,29.29225915,2.197228362,3.851993768,1.008369992,48.63072926,3.983323504,37.48604101,-0.2250417191,12.86681869,T,T
25,62.91380023,411.1608347,4.724419046,3.632738283,0.6668145227,0.8632372547,832.2185949,1014.329869,1.153153153,93.82248793,1.163794745,1.231821809,0.9022672946,49.26792469,3.637853323,37.81910107,-0.05494916786,13.16723263,T,T
26,79.99528496,1001.181128,6.232322898,4.398626149,1.036914816,0.8291895841,833.1874379,1005.889543,0.8326705301,17.51354191,0.6064964784,1.74420442,1.536463542,48.97250331,3.723987825,38.27306401,-0.6117323592,13.07888623,T,T
27,23.00156196,256.0486538,2.189239026,1.064209764,1.267715309,0.938738372,834.2242891,1024.878738,0.9427875592,150.932337,1.818309121,7.728729925,5.512975268,49.31264262,3.94476961,38.11266811,-0.3318048227,12.92322825,T,T
28,15.96545601,152.0478195,1.662914341,1.021988692,0.8839314472,0.9195796286,833.8884986,1050.811007,0.5420162772,16.74217272,3.62383604,4.272886529,2.827561751,48.77497035,3.769404186,37.89387286,-0.1673855211,13.10319902,T,T
29,72.64573997,734.1848495,4.098511205,6.047068263,1.20089355,0.8847196736,833.6316977,1153.966884,1.002408645,31.1651563,1.543721418,0.6446431984,0.3828366545,48.97581256,4.084413016,37.97153981,0.6625398474,13.04574488,T,T
30,27.40862245,388.78271,7.896285465,3.255179887,0.5913798064,0.946113396,838.2679135,1035.976249,1.037519527,1.091759895,0.9562215441,0.957730152,1.194658259,49.24146058,4.116960997,37.81502249,0.4829820262,12.67231022,T,T
31,26.17172978,370.5327436,3.291855848,0,1.13116382,0.9972334912,840.2900206,1000.674815,1.280395813,16.31976253,0.9671282218,1.686992417,0.7219438462,49.00627872,3.817252625,37.66113333,-0.1882200976,13.09835003,T,T
32,37.32543543,432.0992459,5.87341897,0,1.592086354,0.9914612512,839.7809853,1044.121688,0.7725859122,21.05385174,0.8934825913,4.098898433,0.7190176779,49.53176247,4.115038219,37.84648514,-0.4060696983,12.56381031,T,T
33,113.9646776,1647.03142,2.985397123,8.152057157,1.234866245,1.116981469,841.2197786,1024.987469,1.024313302,13.02206824,0.8135547339,0.7897264867,0.5379082896,49.03538505,4.120844116,37.79677321,-0.3808041936,13.37801692,T,T
34,18.07212238,285.1522886,8.741110139,2.938303496,1.289250057,0.7405881601,841.8088693,1148.22057,0.6901836636,17.79702707,0.9143496478,4.678614233,1.743989654,49.32547768,3.776844107,38.37940103,0.4337378816,12.72335336,T,T
35,104.287806,1041.334947,10.45951309,4.517975281,0.4150514552,0.7403777888,841.9766652,1024.062368,1.269132364,27.8990665,1.974193563,3.953841475,1.266558409,48.81639606,4.133340653,37.44309776,-0.28036235,13.2332557,T,T
36,22.17738698,383.9040222,3.904353603,0.8181452317,1.374659923,0.734877464,842.93465,1038.896708,0.9602009713,11.03388242,4.475846412,3.889848994,4.878651342,48.9084738,4.27209308,38.27658826,-0.2687850655,12.91334425,T,T
37,9.170499041,251.8979882,3.881276457,0,1.046863995,0.8759739449,843.3425068,1008.173062,0.7305628578,22.264446,2.217631702,3.710763598,2.31578178,49.25689368,4.118007252,37.50995879,-0.4367531787,12.55929441,T,T
38,27.99539995,523.1435774,2.180452216,0.9404013543,1.022076211,0.847653398,843.0023993,1000.079561,0.8144842405,28.81982572,3.005214766,5.116237019,5.928072344,48.86723298,4.063601436,38.21149017,-0.1739739796,12.86775823,T,T
39,54.50086392,713.9556668,8.031206818,1.203252456,1.165337322,0.6815101296,843.863627,1022.040822,0.6228620368,25.40877501,5.970519807,7.117083413,10.51099942,49.13207255,3.897461472,38.46127357,-0.2209812309,13.00357719,T,T
40,32.76507715,807.56567,3.824632636,0.8452128075,0,3.187433663,844.8598166,4474.796926,0.9995002606,45.20922915,3.573427752,8.100204693,10.64699803,49.03834954,4.040763883,37.96317881,0.08783241489,12.92452235,F,F
41,43.72892664,690.4414486,13.66237677,2.291205228,1.331161929,0.6768368957,845.0666047,1043.246123,1.133648016,24.16767824,2.136415195,5.06589797,1.944792364,48.86301175,4.553789991,38.11010696,-0.07758363127,13.09803104,T,T
42,67.10941596,581.530825,3.769747626,4.878084688,0,0.7743701375,866.1198874,1010.436743,1.304023615,24.41348349,2.404843629,1.766968213,7.298134576,49.0754942,4.338061389,38.04939617,-0.119317992,12.71510437,T,T
43,60.44130864,623.6243703,3.71707859,3.683298933,0,1.076839284,866.9061379,2049.1871,1.117100612,26.11131696,3.914093374,3.714721118,9.010065551,49.08944522,4.160090021,38.2187889,0.05750376089,13.52889044,T,T
44,12.23776419,328.0369146,2.598568444,0,0,1.123908102,965.9742445,100.3124839,0.3687982283,12.91497063,1.846550508,1.965792298,4.140375101,48.83773286,4.234992146,38.00477713,0.2561417646,12.89541495,T,T
45,9.584472427,144.0695479,4.001066366,0.833577331,0,0.7296404391,967.3296331,99.75407282,1.226409361,12.22274277,0.966488798,0.8751548319,1.380194343,49.05178412,3.501164454,38.30481855,0.1225366902,12.51993525,T,T
46,59.83063563,725.780352,14.63734764,2.882751431,0,4.235995241,982.9552546,2853.754351,1.772460138,74.65239297,2.995033122,2.870458183,7.059317716,49.06260192,4.10858366,37.89969421,-0.09814294623,13.38232894,F,F
47,72.36814613,1057.252634,11.6990989,9.766894387,0,1.04500166,1159.610453,1082.592123,0.7809849905,17.70604579,1.110993111,3.956793875,0.8490226445,48.91018647,4.039392748,37.85846635,-0.07982861575,12.56008103,T,T
48,12.97924265,218.0946755,3.893713819,0,0,2.205722713,1170.719027,1579.141996,0.9672041633,46.90481783,2.669980675,5.838148684,2.217575383,48.60413276,4.245981279,38.09278618,-0.3605790636,12.98217591,F,F
49,8.002720797,64.36909684,2.89145722,0,0.9996906806,1.135157265,82.83096959,661.7241935,1.161805298,4.244556184,1.083888422,1.105105919,1.167282234,4.074712449,0.195129675,0.1928842675,-0.02325306734,-0.09608757241,T,T
50,3.07263905,47.11347213,5.513510184,0,0,12.74158451,87.03567281,2802.163205,1.234592351,62.58769141,0.2443467189,3.669643656,1.098088728,3.841415382,-0.3659205701,-0.1111135249,-0.2338197393,0.2768593297,F,F
51,10.07482117,78.55895711,0,0,0,1.016544356,111.2333521,1217.093554,1.004299218,4.695034446,0.9458755655,1.141673242,1.185743462,3.633019983,-0.13218144,0.126299632,0.3581378912,-0.07260427834,T,T
52,13.15189075,129.7682664,3.065456347,2.98918893,0,0.831777434,114.0996427,739.3416124,0.8726149191,8.856553137,0.4751364502,1.296870212,0.7922341532,3.738094877,0.3368210292,-0.1098248782,-0.1983560011,-0.03111225427,T,T
53,111.0166262,654.9804317,20.7392577,13.59392719,0,1.238747329,680.8572664,3682.223659,0.9442985117,88.56566834,1.081637191,0.7885321703,1.242268293,77.69986119,8.976614275,1591.759712,2.970153478,12.12589019,T,T
54,183.5681257,1592.270761,37.64272447,24.66337419,0,0.8202171417,735.720362,4381.203786,0.5398968452,169.0707684,3.405790484,2.766945257,2.451330828,77.73097765,8.78842149,1592.11022,2.885332947,11.92195454,T,T
55,313.1636383,4924.865097,51.00738292,54.13853073,0.9562927391,3.08272468,808.9459478,6478.08777,1.129954998,144.1445227,2.771001652,4.03448915,9.038772146,78.35377371,8.389773403,1591.776057,3.022210857,11.86204411,T,F
56,240.9388055,3824.932898,221.599796,69.25429678,1.209254859,10.07631163,846.0661925,10484.77648,1.11752227,139.0835593,1.971852999,5.923176912,5.241018127,78.25514941,8.548399626,1592.183172,2.996511542,11.72100493,T,F
57,504.321454,3804.269712,59.69820332,55.00170522,0,0.9920069405,980.219153,976.3280931,1.522078158,102.3140885,2.224391177,2.88711215,10.64790202,78.07628683,8.732394656,1592.024833,2.933239711,12.01787278,T,T
58,612.758288,5593.143753,88.00254515,62.84597203,0,2.060391972,1012.76363,9029.640554,1.017876014,97.10778334,2.061924818,5.6877939,2.698993586,77.9086032,8.627499623,1592.027233,2.964050037,11.8720582,T,F
59,117.1353447,1118.285847,17.93007358,15.91422025,1.249653969,0.8526550301,1023.355556,985.7998801,0.8794441135,35.30562289,0.7117448632,0.9256217682,0.9907126872,77.84761787,9.10933776,1592.536198,2.778280701,12.1862789,T,T
60,283.6634469,2459.051146,49.41387595,44.73870578,0,1.290190985,1022.701308,1779.443129,0.6978755019,52.77615053,0.9584810385,0.6364802717,0.8171729056,78.10430166,9.01994787,1592.271055,2.882397896,11.88916693,T,T
61,1018.5696,15326.68573,367.9594571,196.2108547,0,12.03159591,1030.466081,27656.44512,0.9486531202,21.3888329,1.716313632,6.297986961,9.753888615,77.67893337,8.967599734,1591.985599,2.815788278,11.69938827,T,F
62,470.6135169,5260.579669,99.19491866,109.8733288,1.929663953,1.28982272,1062.463821,8430.613246,0.775474017,56.26702269,3.550316583,3.731736489,5.091212946,77.99435145,8.866572983,1592.149353,3.373946519,11.97579202,T,T
63,1111.839074,10524.08198,210.246436,187.9423635,2.467254209,4.98061367,1062.874743,8077.41879,1.331413632,15.90542909,3.206791197,6.235733664,8.74099143,77.96740511,9.486822742,1592.062498,2.822958725,11.50392832,T,F
64,783.182505,4382.992964,143.0774766,120.9920547,2.851658283,0.8776075298,1094.083403,1800.697899,0.9860058488,120.6472228,2.235438472,2.143167345,0.8002962942,78.13009638,9.000743484,1591.844845,2.59472097,11.87553008,T,T
65,134.9123853,1170.78747,12.17194469,18.99734161,0,1.5205949,1127.620074,4883.718904,1.275871071,93.00557093,1.174397623,3.36087241,2.212128337,77.49854885,9.249992807,1591.868672,3.295233267,12.19861762,T,T
66,212.9713236,1019.121546,29.23906286,25.84473769,0,0.8736011027,1208.662719,862.6482444,1.225526941,55.78410179,0.986111648,1.570097612,0.9150768081,77.72092993,9.326850547,1591.571685,3.025592305,12.0982458,T,T
67,816.0944436,6343.670572,39.81554329,46.07725249,0,1.105569413,1210.022819,599.757565,1.178301822,84.15422378,0.6863927745,0.8061678242,1.040041654,77.47700059,8.630476104,1592.313945,3.154593388,12.13071857,T,T
68,510.8591957,7162.96892,38.09579426,27.77642326,0,0.7658875188,1215.338071,1612.756958,1.402968302,119.5284346,1.042126526,1.223291863,0.8812365176,77.76617322,9.217976462,1592.304971,2.667335281,11.95789781,T,T
69,1680.804108,10700.40554,180.7421462,254.740434,4.092168028,0.6816674505,1259.189031,2271.146863,1.201253828,64.14546932,0.8259365752,2.133892001,1.154126236,78.33033084,9.094868299,1591.689614,2.879892992,12.25637142,T,T
70,1267.823175,12282.17737,93.11112243,64.19096487,0,1.061955431,1262.942217,952.1710766,1.100310731,17.0246489,2.088651299,2.789058593,0.9176530937,78.08758282,9.19969053,1591.782994,2.963813513,12.11889408,T,T
71,241.4092398,1797.455313,30.15935003,30.76947575,0,1.165681873,1266.236101,2059.998677,1.037395484,19.97296734,0.9301566031,0.4389225895,0.9338691144,77.74559429,8.761460359,1592.317941,3.166420866,12.05130988,T,T
72,169.0298691,1965.935105,37.20733683,28.68123968,0,3.055908061,1269.140212,8679.009231,1.192198355,144.1116061,0.8165327552,2.822501359,1.088798748,78.00314088,9.015400712,1592.433343,3.129761051,11.77893285,F,F
73,246.1524091,2748.37003,28.15286498,11.06258893,1.300436746,1.186639806,1316.542592,3342.188552,0.5667317942,82.40378367,1.181418728,4.174736858,1.310225216,77.7274701,8.745662013,1591.855834,2.76070279,11.86469909,T,T
74,1051.067583,11505.80528,78.41230789,83.21277787,1.058960511,1.304858782,1326.584936,4973.361326,0.6797997753,75.81313822,2.320675839,3.566177961,4.091603105,78.03759789,9.144899467,1592.264869,2.957865282,12.08874662,T,T
75,82.27934716,2270.95672,18.80238203,11.60229103,0,2.981869128,1366.382455,7885.059517,0.726303499,60.4204892,1.180676659,1.18291767,0.9805869136,77.99277093,9.174345673,1592.31097,3.05074712,11.88669202,F,F
76,58.44737895,1347.360751,5.087573122,3.980550433,0,0.9705141388,1412.144512,4296.134291,1.361938734,82.99828,2.218328811,4.123105863,2.882887829,77.94460273,8.969800978,1591.774048,2.500036446,11.94363745,T,T
77,181.7409112,3724.210504,153.8485662,12.16082809,0.7501435948,29.07092233,1423.882702,14850.83875,1.03419883,27.87299007,0.9776987878,0.9881603716,8.257358915,77.89459223,9.190631588,1591.967897,3.20053328,11.92021184,T,F
78,46.40909653,1263.191804,71.15836251,13.18678628,0,9.017655974,1439.011477,12749.25898,0.8838469394,175.2021223,2.431227748,12.15846994,11.87507132,78.32824989,9.041506703,1592.190733,3.087441604,12.01114352,F,F
79,199.6677411,1963.941008,7.947644764,18.21648339,1.245983016,0.7928548773,1448.744226,2217.102036,1.144582226,19.06949271,1.048443513,0.8154600373,3.948124507,78.30228651,9.093847976,1591.723133,2.494569613,12.26373164,T,T
80,577.2796971,3893.176303,60.04259337,50.54049946,0,0.6516804595,1465.057466,836.0817273,1.287795899,21.12925872,0.9026241229,1.402942482,1.471623141,77.67339384,9.519803585,1591.868288,3.105000012,12.05366294,T,T
81,442.9886254,2992.59488,40.14948253,49.11706169,0.7075560744,0.7780813486,1469.798305,1275.060041,1.483698104,21.42547065,0.9945935342,1.31904334,1.306609177,78.32727099,9.243589484,1591.782549,2.959474226,11.89579227,T,T
82,116.9479,639.2885263,38.91670408,19.67805169,1.094718078,0.7294323835,1478.948,921.6779507,0.9087621782,12.26123746,1.009757046,0.8081906357,1.178224227,77.92310357,9.15330539,1592.299104,2.90332183,11.82003483,T,T
83,216.4156606,1266.844672,40.8615197,27.16334179,0,1.209492925,1483.30237,614.1372984,0.4535779299,19.73733103,1.35316683,1.887160064,1.158024988,78.31287482,8.789453131,1591.578739,2.72533665,12.06817928,T,T
84,298.2018172,1708.136342,33.03690137,22.78408611,0.9376304483,0.8326772529,1482.902134,302.7113399,1.281640219,20.94855684,0.9866050739,1.394095981,1.121807855,78.34491844,8.743432909,1592.183292,3.327948357,11.69974941,T,T
85,461.8675802,5488.087841,75.97300282,30.68400306,0.7996775224,1.118819714,1484.903428,3983.313983,0.8758174279,81.08595657,1.02740145,4.205578618,5.663008862,77.9472362,8.829029129,1592.178844,2.711029286,12.02518148,T,T
86,759.9691816,20362.27129,487.9073464,81.07546486,0.7467179014,10.66893569,1489.237432,35774.44177,1.09180701,16.34254564,2.197515648,4.16055575,21.20941602,78.21666857,9.385208508,1591.749432,2.883042272,12.29426894,T,F
87,177.8096966,6118.846103,14.98015741,14.05460222,1.116140596,0.6519782593,1526.957991,2587.65519,1.037974658,122.9555559,4.185533102,3.203649168,9.776448824,77.77807608,9.053163638,1591.656231,3.018490803,12.26561493,T,T
88,56.76415421,2081.913144,6.125255725,3.259666819,0,1.049741839,1567.828235,6766.530839,1.367002888,87.47282286,1.361044753,0.7911249607,2.093772462,78.20756364,8.726820636,1592.043093,2.914815707,11.9710688,T,T
89,212.5669303,7424.023675,44.18701415,29.20040767,0,4.079967225,1577.745756,26761.92315,0.9074073715,74.06907034,7.275493479,7.803825618,12.88795861,78.01445465,8.726671177,1592.16509,3.207977945,12.07458421,T,F
90,452.8638908,4820.812957,14.40604054,18.89217929,0,0.718221733,1636.947568,1065.142355,1.118831429,14.51695915,1.214826492,1.165845902,1.377227673,78.15198769,9.099557881,1591.364396,2.973263475,12.16713423,T,T
91,255.1968289,2185.849546,21.95912001,19.44607513,0,0.587291027,1641.501042,807.0892587,1.945519183,120.2690938,1.193134466,6.524509343,7.890561536,78.21861319,9.324344173,1591.780877,2.97686143,11.96581335,T,T
92,569.5913678,10047.1032,207.1644991,96.19081833,0.9587508032,7.243726499,1641.027663,27768.831,1.966745091,65.75759403,0.9473510063,3.920247042,25.80385133,77.78655547,9.022389469,1592.128291,3.125958678,11.90220197,T,F
93,491.6428397,5694.842423,59.38085935,29.0414421,0.6019683933,0.8595673975,1647.704546,6211.115874,1.203355507,109.1936472,2.247085204,4.887213267,5.86429453,78.15080539,9.046017918,1591.392307,3.213654596,12.63898524,T,T
94,425.0793346,4102.365921,80.92339784,59.74180871,0,2.29817912,1673.541555,6751.615167,1.311328709,47.88396981,1.852704295,4.148639934,10.95921445,77.48153659,8.807251305,1591.815282,2.960358574,11.7001963,T,F
95,991.6898179,13759.04325,55.78408194,78.28845867,0,1.47927062,1703.521635,6101.008978,0.9760603991,88.22722875,1.282336336,2.990728612,6.018834506,77.89530005,9.436852382,1592.274909,3.635534283,11.89099872,T,F
96,1138.047926,10012.44874,131.9607868,102.824045,0.7215463596,1.208456291,1703.886728,5551.200319,0.6558805333,58.95292653,1.350300363,2.911539488,5.146612058,78.18731777,8.708170052,1591.407719,2.583699597,11.48488384,T,T
97,260.5748513,3972.342096,28.79488485,22.85383907,0,1.266861715,1783.881899,2601.757756,1.197673871,36.87034674,1.510059828,3.922665556,5.919317356,77.87681728,9.290362528,1592.115468,2.795409368,11.48044044,T,T
98,189.0667742,3526.210426,58.79805834,25.88601144,0,0.5765880695,1790.719367,10237.51563,0.9774851099,32.13072875,1.444336442,0.9483182639,1.188988021,77.88619492,9.44597769,1592.137495,3.185905106,12.25052045,T,T
99,2351.916033,35404.74091,328.956744,365.1471289,9.088194456,5.161849127,1889.886666,20003.57382,1.374238321,109.013513,2.581065188,5.315749341,21.83617494,77.6957969,8.551821181,1591.769443,2.951205541,12.2518602,T,F
100,837.897477,7003.731504,86.14991461,111.1736077,2.1046008,1.985719065,1943.982301,6407.624093,1.208921745,81.01813077,0.6536502311,1.018757782,1.545396372,77.97929624,8.652308535,1591.745052,3.148807815,12.10561786,T,F
101,91.63295865,1164.578784,191.8912099,10.74605294,0,9.877650776,3.813623392,23980.12532,0.5839957914,68.12131371,2.175327284,7.39000699,10.92624465,44.38161512,3.258679534,106.068638,-0.02274862977,12.43948543,F,F
102,109.3805633,674.4347541,32.9925062,8.089804082,0,0.9440079755,5.479179851,1152.272633,0.9861570804,50.36095083,1.986114219,2.617193416,7.368925172,43.8593672,2.851073836,105.6866991,-0.4898944853,12.21536857,T,T
103,45.24605667,325.0469223,18.33012291,3.689006479,0,1.135537653,18.9053912,1894.275397,0.929437147,36.00518431,1.271460575,1.170726797,3.532099177,43.99455485,3.330970962,106.2556738,-0.2451925766,12.07865689,T,T
104,545.7883524,8716.869421,389.6643858,120.7554861,0,7.570166517,19.82679594,40983.93097,0.7314948695,94.30309432,1.262899034,3.538422082,20.36251349,43.79275445,2.726125003,106.1855529,-0.06275247338,12.17178532,F,F
105,549.9425951,13444.54734,378.9569251,113.2434532,0,13.91504942,31.75362556,78073.70558,1.444077963,190.0361901,0.5820754371,8.619824231,27.17878413,43.54853945,2.914989838,106.2409312,-0.4036395919,12.27106012,F,F
106,321.9230254,4055.154539,248.0633231,57.97519392,0,5.172725175,88.90146761,13880.92853,0.5533996232,117.3511987,1.37936146,1.031598318,3.292105661,44.12495047,3.24039668,106.1116978,0.1236008336,12.03510063,T,F
107,320.2519035,5652.845385,331.2537262,66.04211354,0.9756570275,12.25328001,116.8113968,23553.16873,1.588074878,190.0769814,1.658924142,5.10527477,13.95983813,43.61064573,3.156079408,106.0668571,-0.8001779834,11.72409401,T,F
108,46.00634071,373.894655,135.0718682,1.882018442,0,5.64471046,131.1119543,6463.937369,1.224388759,187.3095664,1.975712175,2.225886664,1.15532381,43.70281255,3.650391294,105.7906769,0.07076776993,12.22779869,F,F
109,194.1381896,2360.792246,162.0214105,35.97093465,0,5.317147428,172.7040988,11059.9583,1.238910378,139.2539685,1.004791049,2.954135053,9.016009876,44.09930494,3.237507575,106.1297345,0.05576847411,12.27705498,F,F
110,85.73697137,1146.360709,165.8468903,14.87501172,0,8.772599397,244.8871125,7840.325086,1.062082239,217.6548154,0.5949412913,3.043682121,7.0513435,43.76465271,2.669305616,106.2195323,-0.403502532,11.96071594,F,F
111,956.3123117,25435.77363,879.7279977,172.8939219,0,11.28435564,270.0637102,36125.99622,1.072421694,86.06436765,0.7466856782,7.464095562,21.73623885,44.12868881,2.793540844,105.7992072,0.1353002994,11.93808407,T,F
112,3894.128538,66972.87724,979.3128615,547.8399582,0,14.65049187,291.1142896,68725.92308,1.058433272,153.8552133,1.874355792,6.067680192,15.51599343,43.75778932,2.921914949,106.0913202,0.02683379417,12.35173768,T,F
113,591.989051,9052.904845,263.9083928,107.6740734,0,5.030340204,312.0937906,21400.84653,0.6323364706,185.5700659,1.032693956,8.827361737,18.08306535,44.29195545,3.184736624,106.4543711,0.03043956635,12.20680489,F,F
114,140.8902441,940.9847157,52.28555709,24.64210769,0,1.143832723,327.2634697,9580.034836,1.440421265,185.1291665,0.9815516713,3.298108218,12.05894692,44.23745825,3.045512177,106.1176802,0.04021071671,12.25631012,T,T
115,458.2406496,5874.953895,412.8944414,102.164889,0,9.120046067,339.9124445,14000.06219,0.8060774038,207.1078986,0.8845778515,1.974167047,5.749680381,43.84058108,2.572717796,106.1126933,0.5060270023,12.05194545,T,F
116,338.1285678,2021.200617,54.91139059,47.831044,1.258599418,0.8839637798,343.0674519,2540.044482,0.6059814882,34.36534911,2.05948486,2.693970536,3.848194979,43.95349235,2.882626321,106.2193121,-0.1590256204,11.95745445,T,T
117,274.524259,2990.221949,233.4071847,49.30742672,0,8.734352237,422.21855,23724.32747,1.015430171,213.2563662,2.872222376,4.067409403,15.65251427,44.11649919,3.071157768,106.2106279,-0.07315058528,12.41070248,T,F
118,273.4807678,2878.167741,89.92931249,38.68020007,0,2.907174655,458.22328,4337.538891,0.5928447243,122.2634232,1.087656693,0.2595003571,9.839588067,43.99160126,3.304751866,106.0179174,-0.03755767881,12.41760282,T,F
119,249.4701738,1562.220753,40.92065666,60.43664585,0,0.8462578203,549.9906888,3911.935455,0.7455044047,193.9545276,1.038842077,1.265578492,6.122686905,43.82236701,3.071383099,106.6489609,-0.05396554674,12.03944424,T,T
